id,lat,lng,status,summary,rating,description,created_at,updated_at,acknowledged_at,closed_at
1544557,41.305879,-72.916021,Open,Other - city responsibility,Branch is caught in the wires before this address and may fall and cause a problem,4,2015-03-21T12:43:24-04:00,2015-03-24T14:59:19-04:00,,None
1544551,41.3058835843246,-72.915014139148,Acknowledged,Sidewalks and Curb damage,Sidewalk  on Chestnut  just  before Greene in various spots is nor even causing a tripping problem The map is saying St John Connector but the street sign is saying Chestnut.,2,2015-03-21T12:39:47-04:00,2015-03-23T09:16:26-04:00,2015-03-23T09:16:26-04:00,None
1544509,41.305759491386,-72.9491695107422,Acknowledged,Potholes,Several wide deep potholes in lefthand lane of this very busy road.,3,2015-03-21T11:54:36-04:00,2015-03-23T09:22:51-04:00,2015-03-23T09:22:51-04:00,None
1544508,41.2828122,-72.9279246,Open,"Public Space, Streets and Drains",Sound school snow removal crew is once again blowing the snow from the sidewalks into the street as they are clearing off the school property. This is an ongoing problem. Supposedly they had been told not to do this. Once again they have just filled South Water Street on the even side with snow,4,2015-03-21T11:54:21-04:00,2015-03-21T18:47:33-04:00,,None
1544449,41.2999169768102,-72.8808299913115,Closed,Parking Violation/Abandoned Auto,Car parking wrong way ,3,2015-03-21T11:08:30-04:00,2015-03-24T18:31:22-04:00,2015-03-23T12:10:23-04:00,2015-03-24T15:07:42-04:00
1544407,41.2914729,-72.9221406,Acknowledged,Potholes,There are railroad tracks on Sargent drive. The tracks are raised with potholes around the tracks. Got a bubble in my tire & bent rim. Tracks may need to be pulled up or tar built up around tracks. ,2,2015-03-21T10:02:12-04:00,2015-03-23T09:22:51-04:00,2015-03-23T09:22:51-04:00,None
1544369,41.315961,-72.893113,Open,Illegal Dumping,"branches dumped in front of 
garage again! can not open
garagr door.",1,2015-03-21T08:40:01-04:00,2015-03-21T08:40:01-04:00,,None
1544305,41.2692817,-72.8915284,Closed,Potholes,"right at the intersection of Burr St and Girard Ave, across from Tweed Airport.",2,2015-03-20T23:35:04-04:00,2015-03-26T15:03:07-04:00,2015-03-23T09:22:51-04:00,2015-03-26T15:03:07-04:00
1544221,41.308274,-72.9278835,Closed,Potholes,"On Howard Avenue, right hand lane, between Legion and Congress. Many deep potholes, nearly undrivable.",5,2015-03-20T21:17:53-04:00,2015-03-26T15:54:39-04:00,2015-03-23T09:22:51-04:00,2015-03-26T15:54:39-04:00
1544120,41.310799,-72.9031849,Acknowledged,Under railroad bridge on James Street,Under the railroad bridge on James St when you take a right off the highway the road is so bumpy & uneven there is no good pavement its on both sides needs to be repaired badly..Thanks City of New Haven,2,2015-03-20T20:04:29-04:00,2015-03-23T09:22:52-04:00,2015-03-23T09:22:52-04:00,None
1543983,41.3104199,-72.8753862,Open,street light,street light across from 684 Russell st is not working right it goes off and stays off for hours we need this fixed please have complained about this but nothing being done please do the repair and put a new light there thank you,2,2015-03-20T18:29:16-04:00,2015-03-20T18:44:05-04:00,,None
1543501,41.3119098,-72.9470167,Acknowledged,Potholes,"There are at least five deep potholes in the area. Please fix as soon as possible. Damage done to people's vehicles driving by,",2,2015-03-20T14:03:09-04:00,2015-03-20T16:04:06-04:00,2015-03-20T16:04:06-04:00,None
1543353,41.318478,-72.9475246,Acknowledged,Potholes,Still full of potholes from Elm to Whalley.,3,2015-03-20T12:50:04-04:00,2015-03-20T16:08:34-04:00,2015-03-20T16:08:34-04:00,None
1543312,41.3170924,-72.9084326,Closed,(EONP) Mechanic St,"There will be an Emergency Order No Parking ban on Monday, March 23rd on Mechanic St, going 200 Ft North of Lawrence St due to cutting off gas service",2,2015-03-20T12:47:10-04:00,2015-03-24T12:07:16-04:00,2015-03-21T11:28:53-04:00,2015-03-24T12:07:15-04:00
1543309,41.320714,-72.946702,Acknowledged,Sidewalks and Curb damage,Recently sidewalks were repaired and company left slab of concrete on tree belt ,3,2015-03-20T12:46:13-04:00,2015-03-24T11:48:42-04:00,2015-03-20T16:03:18-04:00,None
1543299,41.3028899130146,-72.9158763060067,Open,Parking Violation/Abandoned Auto,Illegally parked white Ford Crown Victoria. ,3,2015-03-20T12:42:15-04:00,2015-03-23T15:19:04-04:00,,None
1543264,41.2859656507769,-72.9247174109604,Open,How can we improve our Long Wharf Nature Preserve,"Do you use our Long Wharf Nature Preserve? How do you use it? Do you have suggestions on how we can improve the preserve? Thanks for your input!

New Haven Land Trust 
203-562-6655",1,2015-03-20T12:21:10-04:00,2015-03-20T12:21:10-04:00,,None
1543096,41.3150363,-72.9170602,Closed,(EONP) Orange St.,"There will be an Emergency Order No Parking ban on Saturday, March 21st on the odd side of 71 Orange St, from meter numbers 05218 through 05202 due to the U.I. cutting cables.",2,2015-03-20T11:12:38-04:00,2015-03-24T09:09:14-04:00,2015-03-20T12:51:13-04:00,2015-03-24T09:09:14-04:00
1543084,41.3072866,-72.9286877,Closed,(EONP) College St.,"There will be an Emergency Order No Parking ban on Saturday, March 21st on the even side of 250 College St, from meter numbers 15413 through 15409 due to the U.I.cutting cable.",2,2015-03-20T11:06:35-04:00,2015-03-23T10:01:01-04:00,2015-03-20T12:55:10-04:00,2015-03-23T10:01:01-04:00
1543078,41.313464,-72.9379699,Closed,(EONP) Elm St,"There will be an Emergency Order No Parking ban on Monday, March 23rd on Elm St, going from College St to Church St due to tree trimming.",2,2015-03-20T11:01:22-04:00,2015-03-24T10:44:38-04:00,,2015-03-24T10:44:38-04:00
1543077,41.313464,-72.9379699,Closed,(EONP) Elm St.,"There will be an Emergency Order No Parking ban on Monday, March 23rd on the odd side of 7 Elm St, from meter numbers 12102 through 12110 due to the U.I. removing cable.",2,2015-03-20T11:01:20-04:00,2015-03-24T15:46:44-04:00,2015-03-20T13:02:56-04:00,2015-03-24T15:46:44-04:00
1543069,41.31282,-72.947788,Acknowledged,Damaged Sidewalk ,Resident reports a damaged sidewalk in front of this location. Please inspect this location. ,2,2015-03-20T10:58:34-04:00,2015-03-24T11:51:45-04:00,2015-03-20T16:12:56-04:00,None
1543068,41.3086852,-72.9325642,Closed,(EONP) Chapel St,"There will be an Emergency Order No Parking ban on Monday, March 23rd on the even side of 770 Chapel St, for meter #: 08305 to 08309 due to vault work",2,2015-03-20T10:58:01-04:00,2015-03-24T15:48:36-04:00,,2015-03-24T15:48:36-04:00
1543055,41.313464,-72.9379699,Closed,(EONP) Elm St,"There will be an Emergency Order No Parking ban on Sunday, March 22nd on the odd side of 19 Elm St, for meter #: 12102 to 12114 due to vault work",2,2015-03-20T10:54:07-04:00,2015-03-24T15:45:27-04:00,2015-03-20T12:58:35-04:00,2015-03-24T15:45:27-04:00
1543046,41.3060093,-72.9296141,Closed,(EONP) Crown St,"There will be an Emergency Order No Parking ban on Sunday, March 22nd on the even side of 80 Crown St, for meter #: 04201 to 04213 due to vault work",2,2015-03-20T10:49:24-04:00,2015-03-23T10:52:16-04:00,2015-03-20T12:53:38-04:00,2015-03-23T10:52:16-04:00
1542987,41.3060093,-72.9296141,Closed,(EONP) Crown St,"There will be an Emergency Order No Parking ban on Saturday, March 21st on the even side of 80 Crown St, for meter #: 04201 to 04207 due to vault work",2,2015-03-20T10:43:41-04:00,2015-03-23T10:50:45-04:00,2015-03-20T12:53:01-04:00,2015-03-23T10:50:45-04:00
1542969,41.3150363,-72.9170602,Closed,(EONP) Orange St,"There will be an Emergency Order No Parking ban on Saturday, March 21st on the odd side of 68 Orange St, for meter #: 05202 to 05218 due to vault work",2,2015-03-20T10:33:12-04:00,2015-03-24T09:06:38-04:00,2015-03-20T12:52:04-04:00,2015-03-24T09:06:38-04:00
1542944,41.3266127,-72.935171,Acknowledged,Refuse Violations ,The resident of this address has recycling toters full of trash at this location. The resident also leaves their trash toters at the curbside all week long. Causing an eyesore. Please have an inspector investigate. ,2,2015-03-20T10:17:50-04:00,2015-03-20T16:02:22-04:00,2015-03-20T16:02:22-04:00,None
1542931,41.3081957716232,-72.9506028016052,Acknowledged,Potholes,"On Judson Avenue, between ET Grasso and Winthrop Avenue, there are several potholes in the road. Please patch them as soon as possible.",2,2015-03-20T10:11:48-04:00,2015-03-20T16:01:47-04:00,2015-03-20T16:01:47-04:00,None
1542926,41.3066076322698,-72.9340142381675,Acknowledged,Potholes,There are numerous potholes at the parking entrance of this location. Please patch them as soon as possible.,5,2015-03-20T10:10:26-04:00,2015-03-26T16:30:34-04:00,2015-03-26T16:30:25-04:00,2015-03-26T15:56:19-04:00
1542918,41.3220953,-72.9327786,Closed,Deep Hole,Resident reports a deep road depression at this location. Please send a crew to this location to repair it. ,3,2015-03-20T10:08:10-04:00,2015-03-25T15:51:00-04:00,2015-03-20T16:01:17-04:00,2015-03-25T15:51:00-04:00
1542913,41.3072190936921,-72.9249047,Closed,Parking Violation/Abandoned Auto,"I have a Honda Accord Hybrid and I maintain a a current valid NH hybrid parking permit.  Several years ago I was repeatedly getting parking tickets on my car for expired meter.  I repeatedly took them over to T&P at 200 Orange, where they would void them, wasting my time and your admin time.  Finally someone was able to fix ""the system"" so that when the T&P officers scan my license plate, my hybrid permit came up -- hence, no more tickets.
I was downtown on 3/18/15, parked in front of City Hall and promptly got a ticket.  I walked it over to 200 Orange.  First I was told to formally dispute it -- uh, no.  Then I was told I would have to take a photo of the permit on my car and show it to them to prove I have one.  Um, I don't think so.  I escalated the issue to a third, very reluctant employee, who finally voided the ticket. I asked why I got the ticket when there had not been a problem for several years.  I was told there is a ""new system.""  I  sense the beginning of another continuing problem.
Please check your ""new system"" to make sure hybrid permits are available to T&P officers as they write parking tickets.  
Also, please advise your T&P personnel that the burden to ""prove"" they have a valid hybrid permit should not rest on residents taking a photo of it. 
I look forward to your response.  Thank you!",6,2015-03-20T10:06:33-04:00,2015-03-25T19:56:07-04:00,2015-03-20T10:44:57-04:00,2015-03-25T19:56:07-04:00
1542880,41.3006078,-72.9293807,Closed,Traffic Signal / Pedestrian Signal,"Traffic light on Amistad (when turning onto Church) takes extremely long time, leading to backups at rush hour when cars are leaving Amistad parking garage.",5,2015-03-20T09:55:07-04:00,2015-03-23T10:34:44-04:00,2015-03-20T14:13:54-04:00,2015-03-23T10:34:44-04:00
1542867,41.3255709,-72.9277228,Acknowledged,Potholes,"Entire street has many, many potholes",2,2015-03-20T09:51:33-04:00,2015-03-23T09:22:52-04:00,2015-03-23T09:22:52-04:00,None
1542792,41.3186710081408,-72.965704,Closed,Traffic Signal / Pedestrian Signal,Traffic signal not tripping timely for traffic on Alden. Shouldn't we fix ALL of these so we can work on bigger issues? ,3,2015-03-20T09:42:05-04:00,2015-03-23T11:48:43-04:00,2015-03-20T14:14:08-04:00,2015-03-23T11:48:43-04:00
1542542,41.3313423,-72.8675923,Closed,Light last too long,The traffic lights at the intersection of Quinnipiac Ave. and Foxon Hill Rd. now last green for more than 10 mins. on the Quinnipiac side and less than a minute when it finally changes . This is causing long lines of traffic on Foxan Hill Rd and Smith Ave. people are running the light which is causing a dangerous situation.,5,2015-03-20T07:04:02-04:00,2015-03-25T13:26:56-04:00,2015-03-20T14:14:29-04:00,2015-03-25T13:26:56-04:00
1541227,41.2923181375975,-72.9224428977158,Closed,Potholes,"Several big, deep potholes toward end of Cedar.  Dangerous corner with cars swerving to avoid holes.",2,2015-03-19T22:22:40-04:00,2015-03-25T13:05:21-04:00,2015-03-20T09:58:15-04:00,2015-03-25T13:05:21-04:00
1541143,41.2933257,-72.8894255,Open,Potholes,I did see them filling potholes  on Burwell this afternoon.,3,2015-03-19T21:41:00-04:00,2015-03-20T06:50:47-04:00,,None
1541110,41.2926334328949,-72.9192477464676,Open,Seizure lights,The street lights on long wharf by sports haven are ridiculous!! They are like seizure lights and is hard for drivers on the road. What if a person with epilepsy was on the road?! They would have a seizure caused by these lights. Also bad for people who are photophobic. Please get steady lights!!,1,2015-03-19T20:56:36-04:00,2015-03-19T22:07:10-04:00,,None
1541012,41.3334043,-72.8647972,Acknowledged,Potholes,"MELROSE RIGHT OFF OF GLEN HAVEN ROAD IS A POTHOLE NIGHTMARE.  BUSES BANGING ALL OVER THE PLACE, CARS LOSING TIRES. ",2,2015-03-19T20:03:49-04:00,2015-03-20T09:57:45-04:00,2015-03-20T09:57:45-04:00,None
1540901,41.3082012,-72.9506049,Acknowledged,Potholes,Judson street is ful of pothole from the beginning to the end of the street should be fixed asp thanks,4,2015-03-19T18:38:20-04:00,2015-03-20T09:47:25-04:00,2015-03-20T09:47:25-04:00,None
1540637,41.3207316,-72.9078307,Acknowledged,Potholes,"Tons of pot holes are up and down this street from Willow/Whitney to the expressway entrance, past East Rock High School. Really big holes near the gas station and across from the high school. ",4,2015-03-19T16:08:11-04:00,2015-03-20T09:55:36-04:00,2015-03-20T09:55:36-04:00,None
1540462,41.31449,-72.945393,Closed,Potholes,Resident reports potholes on this stretch of street. Please patch them as soon as possible.,2,2015-03-19T14:33:30-04:00,2015-03-26T15:53:16-04:00,2015-03-19T16:10:32-04:00,2015-03-26T15:53:16-04:00
1540458,41.3103725899427,-72.9241595114853,Acknowledged,SNOW RELATED,from legion avenue taking a left onto sherman avenue---big pothole just before the light at the intersection,6,2015-03-19T14:31:21-04:00,2015-03-19T16:52:25-04:00,2015-03-19T16:15:00-04:00,None
1540427,41.3059686,-72.9451505,Acknowledged,Pothole damage my car,Messed up my front passenger side tire which now I gotta pay 600 to repair,4,2015-03-19T14:23:59-04:00,2015-03-19T16:15:56-04:00,2015-03-19T16:15:56-04:00,None
1540368,41.2926335,-72.9192477,Acknowledged,Potholes,"When cars turn onto Long Wharf Drive (headed past the old Gateway College parking lot), on one side of the 2-lane road, along Long Wharf Drive are about a dozen potholes in close proximity to each other.  One is very wide.  The road curves to the left, and in order to avoid all the potholes, cars are being driven in the opposite lane (toward Sargent Drive).  A few times, I've seen cars headed in opposite directions almost collide.  To otherwise avoid the potholes, drivers have to swing to the right, and risk almost hitting the curb.  Thank you.  ",3,2015-03-19T13:59:26-04:00,2015-03-19T16:10:00-04:00,2015-03-19T16:10:00-04:00,None
1540359,41.311418,-72.893061,Open,Tree Trimming,"house clearance, tree also has a noticeable crack down the middle",1,2015-03-19T13:53:15-04:00,2015-03-19T13:53:15-04:00,,None
1540278,41.3288959,-72.9554297,Closed,Pothole - Blake and Springside,See photo,2,2015-03-19T13:19:58-04:00,2015-03-26T15:01:47-04:00,2015-03-19T16:09:05-04:00,2015-03-26T15:01:47-04:00
1540273,41.3285257,-72.957356,Closed,Crater - Blake and Stone,See photo.,3,2015-03-19T13:18:30-04:00,2015-03-26T15:00:33-04:00,2015-03-19T16:08:49-04:00,2015-03-26T15:00:33-04:00
1540227,41.3208174,-72.9088516,Acknowledged,Potholes,Hazardous potholes located directly between Nicoll and Foster street. Resident called in about danger to elderly people in the area.,2,2015-03-19T12:57:46-04:00,2015-03-19T16:08:33-04:00,2015-03-19T16:08:32-04:00,None
1540168,41.3160809,-72.968387,Acknowledged,Potholes,"We have a bunch of concrete missing at the base of our driveway from the snow plows this winter. When the snow melts it's creating pretty big sized puddles. I'm hoping that we can have more concrete added to level out this area.

Thank you!",4,2015-03-19T12:41:05-04:00,2015-03-19T16:08:16-04:00,2015-03-19T16:08:07-04:00,None
1540157,41.3072866,-72.9286877,Closed,(EONP) College St.,"There will be an Emergency Order No Parking ban on  Friday, March 20th on both sides of College St, between Elm St. and Chapel St. due to a funeral from 9AM to 1PM.",2,2015-03-19T12:34:52-04:00,2015-03-24T11:06:11-04:00,2015-03-19T12:39:30-04:00,2015-03-24T11:06:11-04:00
1540147,41.3175285071809,-72.8804716910507,Open,Who uses our preserve?,"Are you using our nature preserve? What do you enjoy about it? Any suggestions on what we can do to make it even better?

Thanks!

New Haven Land Trust
www.newhavenlandtrust.org",7,2015-03-19T12:30:40-04:00,2015-03-24T14:43:03-04:00,,None
1540128,41.313464,-72.9379699,Closed,(EONP) Elm St.,"There will be an Emergency Order No Parking ban on  Friday, March 20th on the odd side of 7 Elm St, from meter numbers 12102 through 12110 due to the U.I. cutting cable.",2,2015-03-19T12:26:06-04:00,2015-03-24T10:46:24-04:00,2015-03-19T12:41:15-04:00,2015-03-24T10:46:24-04:00
1540119,41.318515,-72.968509,Acknowledged,Sinking Sidewalk,Resident reports a damaged sidewalk at this location (sidewalk is sinking). Inspection is needed to determine why it is this is occurring. Please inspect the sidewalk as soon as possible.,3,2015-03-19T12:22:24-04:00,2015-03-19T16:07:25-04:00,2015-03-19T16:07:25-04:00,None
1540089,41.2932289,-72.889902,Closed,Potholes,Large potholes and pieces of asphalt located directly in front of residence. ,3,2015-03-19T12:08:25-04:00,2015-03-24T11:57:57-04:00,2015-03-19T16:07:00-04:00,2015-03-24T11:57:57-04:00
1540086,41.3072866,-72.9286877,Closed,(EONP) College St.,"There will be an Emergency Order No Parking ban on  Friday, March 20th on the even side of 250 College St, from meter numbers 15413 through 15409 due to the U.I.cutting cable.",2,2015-03-19T12:07:17-04:00,2015-03-24T15:54:24-04:00,2015-03-19T12:50:35-04:00,2015-03-24T15:54:24-04:00
1540062,41.313464,-72.9379699,Closed,(EONP) Elm St,"There will be an Emergency Order No Parking ban on  Friday, March 20th on the odd side of 19 Elm St, from meter numbers 12104 through 12108 due to the U.I. working in electrical vault.",2,2015-03-19T11:53:47-04:00,2015-03-24T15:50:51-04:00,2015-03-19T12:48:10-04:00,2015-03-24T15:50:51-04:00
1539772,41.3247762958823,-72.9163971985962,Closed,Potholes,There is deep pothole on the north east corner of Whitney/Canner. I witnessed many cars either slowing down or bumping into it. Very unsafe because it is not visible under low light conditions.,4,2015-03-19T10:37:38-04:00,2015-03-25T15:29:28-04:00,2015-03-19T16:06:42-04:00,2015-03-25T15:29:28-04:00
1539751,41.3190848,-72.9095282,Closed,Trash & Recycling,I  observed the trash collectors skip over our trash at eight o'clock this morning. I tried to get their attention and they kept on going. Please come pick up our trash- 132 Nicoll street. Thank you.,3,2015-03-19T10:28:40-04:00,2015-03-25T11:54:24-04:00,2015-03-25T11:21:13-04:00,2015-03-25T11:54:24-04:00
1539676,41.3050494,-72.9303261,Closed,Potholes,There is a deep pothole at this location. Please patch it as soon as possible.,2,2015-03-19T09:58:15-04:00,2015-03-26T15:50:25-04:00,2015-03-19T16:04:36-04:00,2015-03-26T15:50:25-04:00
1539671,41.29678,-72.9303545,Closed,Illegal Dumping,There are illegally dumped items at this location. Please remove them as soon as possible.,3,2015-03-19T09:57:07-04:00,2015-03-24T09:14:20-04:00,2015-03-19T16:04:20-04:00,2015-03-24T09:14:20-04:00
1539518,41.322824,-72.942528,Closed,Potholes,Resident reports a deep pothole at this location. Please send someone to patch it as soon as possible.,7,2015-03-19T09:36:17-04:00,2015-03-26T15:51:54-04:00,2015-03-19T16:03:57-04:00,2015-03-26T15:51:54-04:00
1539323,41.3208174081444,-72.9088516,Acknowledged,Potholes,"As you turn left on to Willow Street from Whitney Avenue, there are several pot holes.  What really needs to be done is a total repaving of Willow.",4,2015-03-19T08:25:58-04:00,2015-03-22T14:14:35-04:00,2015-03-19T16:03:38-04:00,None
1539308,41.3037317118328,-72.9241595114853,Closed,Trash & Recycling,Recycling was not picked up on Wednesday morning. ,3,2015-03-19T08:12:12-04:00,2015-03-24T09:10:00-04:00,2015-03-19T16:03:17-04:00,2015-03-24T09:10:00-04:00
1539267,41.3060365,-72.925772,Open,Jaywalking epidemic in Downtown,"There is jaywalking and jay-biking all over the place at Church and Chapel, and moving east on Church. People walk right into traffic at the green lights and many bike into moving cars.  Its almost like they are trying to get hit. (And there is zero enforcement). For all of the police who sit comfortably in cars  during the day, can several get out of them and enforce pedestrian traffic?",8,2015-03-19T07:24:30-04:00,2015-03-20T15:01:58-04:00,,None
1539182,41.3208174,-72.9088516,Acknowledged,pot holes,Still seeing almost no street left from willow st through to whitney av all large potholes that have not been covered since last years storm..they get larger and traffic has to stop on one side to let one section go before the opposite side can drive over the line to avoid these holes..I do see they fixed the hole on 258 willow street but stopped there...please fix immediatly its been over a year,4,2015-03-18T23:05:57-04:00,2015-03-19T07:58:35-04:00,2015-03-19T07:58:35-04:00,None
1539130,41.2995009668731,-72.889243458197,Acknowledged,Potholes,Large potholes on Lenox right after corner of Quinnipiac  and Lenox.,3,2015-03-18T21:48:15-04:00,2015-03-19T07:58:28-04:00,2015-03-19T07:58:28-04:00,None
1539094,41.2899373,-72.933161,Closed,Illegal Dumping: Mattress On 1st St @ Greenwich Ave,Illegal Dumping: Mattress On 1st St @ Greenwich Ave,4,2015-03-18T20:47:59-04:00,2015-03-25T12:05:26-04:00,2015-03-19T07:57:45-04:00,2015-03-25T12:05:26-04:00
1539093,41.289634,-72.932434,Closed,Illegal Dumping: 2 mattresses @ 314 Howard Ave,2 mattresses dumped by tenants on treestrip @ 314 Howard Ave,4,2015-03-18T20:46:15-04:00,2015-03-25T12:06:36-04:00,2015-03-19T07:57:32-04:00,2015-03-25T12:06:36-04:00
1538956,41.2908835,-72.9340607,Acknowledged,"Deep, wide pothole causing traffic jams","Deep and wide pothole in front of C-Town Market's driveway at 482 Greenwich Ave.  Cars waiting to enter parking lot can't turn into it because cars driving straight in the opposite lane can't dodge the pothole, as well as cars parked on the street.  Resulting in both lanes not being able to move, unless several cars are backed up, to allow cars going straight to swing to the left enough to get around the pothole.  ",2,2015-03-18T18:29:19-04:00,2015-03-19T07:58:45-04:00,2015-03-19T07:58:45-04:00,None
1538731,41.329719,-72.925229,Closed,Illegal Dumping,"This is an ongoing Health Hazard and a disgusting eye sore for other people who live on this street. How the owner and or tenants of this building are not being held accountable for this garbage being dumped on the side walk week after week is completely unacceptable. Leaving bags of garbage on the side walk is attracting more vermin and rodents to the area. Why is the city ignoring this problem. I thought that there was laws about proper disposal of garbage and recycling, why in this case are they not being enforced?",3,2015-03-18T17:18:49-04:00,2015-03-25T12:02:46-04:00,2015-03-19T07:59:02-04:00,2015-03-25T12:02:46-04:00
1538721,41.3249748,-72.9718634,Closed,Potholes,Lots of very bad pot holes all along Marvelwood Drive and Ray Road.,4,2015-03-18T17:06:54-04:00,2015-03-26T15:36:09-04:00,2015-03-19T07:59:21-04:00,2015-03-26T15:36:09-04:00
1538632,41.264693,-72.892529,Open,Tree Trimming,The tree right out front has a giant dead branch hanging over my  roof.  Please fix!,1,2015-03-18T16:13:30-04:00,2015-03-18T16:13:30-04:00,,None
1538466,41.3311222,-72.8693017,Closed,Potholes,"A Large, deep, pothole on the corner",2,2015-03-18T15:08:15-04:00,2015-03-25T12:53:35-04:00,2015-03-18T17:11:14-04:00,2015-03-25T12:53:35-04:00
1538419,41.3314098,-72.9671913,Open,Street Lamp,Light is out. This area is very dark and we had a homicide her approximately 6 months ago. ,2,2015-03-18T14:46:50-04:00,2015-03-18T15:15:40-04:00,,None
1538413,41.3298583,-72.8730781,Closed,Potholes,Very bad holes. Broke the tire axle & possibly the bearing on my car.,4,2015-03-18T14:43:04-04:00,2015-03-25T12:52:10-04:00,2015-03-18T14:47:18-04:00,2015-03-25T12:52:09-04:00
1538394,41.330699,-72.873941,Acknowledged,Potholes,Not good!!!!,2,2015-03-18T14:27:27-04:00,2015-03-18T14:47:18-04:00,2015-03-18T14:47:18-04:00,None
1538378,41.330356,-72.874291,Acknowledged,Potholes,Very bad!,2,2015-03-18T14:24:22-04:00,2015-03-18T14:47:19-04:00,2015-03-18T14:47:19-04:00,None
1538295,41.311024,-72.946042,Closed,Trash & Recycling,2nd time  recycling was not picked up today,2,2015-03-18T13:30:02-04:00,2015-03-25T15:01:45-04:00,2015-03-18T17:11:53-04:00,2015-03-25T15:01:45-04:00
1538190,41.2895744,-72.9005126,Closed,Illegal Dumping,"Furniture dumped at both locations, somehow trash was moved to the Dunkin Donuts across from address.  Resident called to complain more than twice within the past month.",3,2015-03-18T12:40:56-04:00,2015-03-26T14:18:14-04:00,2015-03-19T07:54:26-04:00,2015-03-26T14:18:14-04:00
1538125,41.3084937084986,-72.9188390014499,Open,Wall falling apart,The wall here on the sidewalk of Olive St is falling apart and becoming less stable by the day. Young kids wait for the bus near here - please find the owner and be sure it gets fixed. ,5,2015-03-18T12:10:43-04:00,2015-03-18T18:38:30-04:00,,None
1538115,41.3086555264818,-72.9187419217566,Closed,Potholes,Multiple potholes at this intersection ,3,2015-03-18T12:07:33-04:00,2015-03-26T14:29:21-04:00,2015-03-18T17:12:41-04:00,2015-03-26T14:29:21-04:00
1538087,41.313616,-72.891923,Acknowledged,removal,UI/Asplundh Walk,2,2015-03-18T11:54:34-04:00,2015-03-18T14:50:05-04:00,2015-03-18T14:45:51-04:00,None
1538085,41.3149676,-72.8918251,Acknowledged,removal,UI/Asplundh Walk,2,2015-03-18T11:53:33-04:00,2015-03-18T14:50:35-04:00,2015-03-18T14:50:23-04:00,None
1538080,41.314766,-72.8933165,Acknowledged,removal,UI/Asplundh Walk,2,2015-03-18T11:51:46-04:00,2015-03-18T14:51:10-04:00,2015-03-18T14:50:58-04:00,None
1538078,41.314403,-72.893776,Acknowledged,removal,UI/Asplundh Walk,2,2015-03-18T11:50:58-04:00,2015-03-18T14:51:54-04:00,2015-03-18T14:51:26-04:00,None
1538072,41.314184,-72.894175,Acknowledged,removal,UI/Asplundh Walk,2,2015-03-18T11:49:34-04:00,2015-03-18T14:52:55-04:00,2015-03-18T14:52:44-04:00,None
1538069,41.314143,-72.894909,Acknowledged,removal,UI/Asplundh Walk,2,2015-03-18T11:48:53-04:00,2015-03-18T14:53:59-04:00,2015-03-18T14:53:48-04:00,None
1538065,41.3142029,-72.8953699,Acknowledged,removal,UI/Asplundh Walk,2,2015-03-18T11:48:03-04:00,2015-03-18T14:54:28-04:00,2015-03-18T14:54:19-04:00,None
1538064,41.313885,-72.901824,Acknowledged,removal,UI/Asplundh Walk,2,2015-03-18T11:46:54-04:00,2015-03-18T14:57:22-04:00,2015-03-18T14:56:51-04:00,None
1538061,41.312422,-72.90084,Acknowledged,removal,UI/Asplundh Walk,2,2015-03-18T11:46:26-04:00,2015-03-18T14:58:30-04:00,2015-03-18T14:57:56-04:00,None
1538056,41.312849,-72.8998979,Acknowledged,removal,UI/Asplundh Walk,2,2015-03-18T11:45:27-04:00,2015-03-18T14:59:50-04:00,2015-03-18T14:59:28-04:00,None
1538049,41.310446,-72.898197,Acknowledged,removal,UI/Asplundh Walk,2,2015-03-18T11:43:49-04:00,2015-03-18T15:02:18-04:00,2015-03-18T15:01:05-04:00,None
1538046,41.312347,-72.898705,Acknowledged,removal,UI/Asplundh Walk,2,2015-03-18T11:42:59-04:00,2015-03-18T15:07:58-04:00,2015-03-18T15:01:33-04:00,None
1538039,41.3151269,-72.895148,Acknowledged,removal,UI/Asplundh Walk,2,2015-03-18T11:41:08-04:00,2015-03-18T15:08:54-04:00,2015-03-18T15:08:41-04:00,None
1538017,41.31567,-72.895112,Acknowledged,removal,UI/Asplundh Walk,2,2015-03-18T11:32:59-04:00,2015-03-18T15:09:40-04:00,2015-03-18T15:09:30-04:00,None
1538014,41.31515,-72.895009,Acknowledged,removal,UI/Asplundh Walk,2,2015-03-18T11:32:04-04:00,2015-03-18T15:10:34-04:00,2015-03-18T15:10:23-04:00,None
1538009,41.3154076,-72.8948799,Acknowledged,removal,UI/Asplundh Walk,2,2015-03-18T11:30:31-04:00,2015-03-18T15:11:28-04:00,2015-03-18T15:11:18-04:00,None
1538000,41.315322,-72.89385,Acknowledged,removal,UI/Asplundh Walk,2,2015-03-18T11:27:37-04:00,2015-03-18T15:12:14-04:00,2015-03-18T15:12:04-04:00,None
1537994,41.314344,-72.899838,Acknowledged,removal,UI/Asplundh Walk,2,2015-03-18T11:26:27-04:00,2015-03-18T15:12:43-04:00,2015-03-18T15:12:32-04:00,None
1537992,41.31494,-72.8998359,Acknowledged,removal,UI/Asplundh Walk,2,2015-03-18T11:25:30-04:00,2015-03-18T15:13:16-04:00,2015-03-18T15:13:06-04:00,None
